error,delta_error,delta_pwm
0.7861,2.7451,-1400
0.9961,3.0980,-1400
0.9961,1.2392,-1107
0.8961,-0.8087,14
0.7861,-1.7277,1136
0.7861,-0.6911,2
0.9961,2.4044,-1400
1.2161,3.7703,-1400
1.4361,4.3777,-1606
1.4361,1.7511,-1400
1.1061,-3.5123,1035
0.7861,-4.4526,1164
0.4561,-5.9938,1211
0.4561,-2.3975,1262
0.4661,-0.8313,282
0.5761,0.7151,-610
0.7861,2.9669,-1400
0.8961,2.5910,-1400
0.9061,1.1668,-1031
0.9061,0.4667,-634
1.0061,1.4633,-1357
1.0061,0.5853,-695
1.1161,1.6384,-1400
1.2261,2.0901,-1400
1.4361,3.5169,-1400
1.3857,0.9268,-946
1.3481,-0.1093,-780
1.3105,-0.5237,-360
1.3937,0.8757,-951
1.4661,1.2745,-1145
1.5257,1.0774,-993
1.2681,-2.8575,950
1.0105,-4.4315,1078
0.7437,-5.2526,1150
0.5961,-3.9853,1226
0.4385,-3.6060,1273
0.2781,-2.9700,1319
0.3605,-0.1361,-153
0.4437,1.0308,-894
0.5261,1.4642,-1358
0.2685,-2.7028,1320
-0.0119,-3.7516,1400
-0.2695,-4.7892,1530
-0.3063,-2.3957,1400
-0.3439,-1.4383,1328
-0.3815,-1.0553,919
-0.4319,-0.9021,769
-0.4595,-0.7132,609
-0.3863,0.6695,-232
-0.3239,1.0644,-569
-0.2515,1.3500,-895
-0.3019,0.0600,187
-0.4495,-1.8603,1400
-0.5963,-2.6589,1400
-0.7439,-2.9478,1400
-0.6615,-0.1272,487
-0.5019,1.4691,-1092
-0.3195,2.9162,-1308
-0.2563,1.9908,-1311
-0.0739,3.1248,-1378
0.1085,3.5784,-1400
-0.1519,-1.0486,912
-0.1895,-0.8994,767
-0.2163,-0.7093,606
0.1761,4.7256,-1485
0.1285,1.2826,-1154
0.1781,0.9854,-848
0.2605,1.4461,-1337
0.3337,1.5332,-1400
0.3061,0.2609,-256
0.2557,-0.3756,121
0.2081,-0.7579,438
0.1705,-0.7832,491
0.1337,-0.7933,534
0.0961,-0.7973,575
0.0457,-0.7989,629
-0.0019,-0.9272,792
-0.1395,-2.1275,1400
-0.2863,-2.7658,1400
-0.4339,-2.9906,1400
-0.4943,-1.7715,1400
-0.5319,-1.1886,1054
-0.4495,0.5765,-126
-0.3763,1.1854,-619
-0.1939,2.8027,-1342
-0.1315,1.9177,-1352
-0.0719,1.3347,-1107
-0.0095,1.3305,-1192
0.0637,1.4870,-1385
0.3761,4.5829,-1571
0.5785,4.4170,-1551
0.7581,3.4773,-1400
0.8205,2.1875,-1400
1.1237,4.8298,-1764
1.4161,5.6647,-2099
1.5970,3.9890,-1400
1.5970,1.5956,-1400
1.4870,-0.7660,-277
1.3770,-1.7412,879
1.2670,-2.1007,951
1.2670,-0.8403,-133
1.2670,-0.3361,-494
1.2670,-0.1344,-699
1.2670,-0.0538,-795
1.2670,-0.0215,-836
1.3770,1.3957,-1266
1.6070,2.7487,-1400
2.0570,6.8442,-2857
2.3970,7.1725,-3019
2.7370,7.2094,-3027
2.9470,5.5646,-2023
3.1770,4.4163,-1548
3.4070,4.7027,-1654
3.5270,3.4463,-1400
3.6370,2.7828,-1400
3.7470,2.5174,-1400
3.8570,2.0546,-1400
3.9770,2.3537,-1400
3.9770,0.9415,-1400
3.9770,0.3766,-1400
3.9770,0.1506,-1400
3.9770,0.0603,-1400
3.9770,0.0241,-1400
3.9770,0.0096,-1400
3.8770,-1.2727,-608
3.7670,-1.9134,0
3.6570,-1.8130,0
3.5370,-2.2571,0
3.4170,-2.4681,0
3.0670,-5.4553,779
2.8470,-4.9906,577
2.3970,-6.2820,1114
1.9470,-8.2575,1400
1.3870,-10.6073,1400
0.8170,-11.5195,1400
0.4770,-8.9482,1400
0.2370,-5.8650,1291
0.2470,-2.2183,1319
0.2570,-0.7569,395
0.2570,-0.3028,64
0.1470,-1.1687,845
0.0270,-1.9994,1390
-0.0830,-2.2040,1400
0.1470,2.1184,-1400
0.3770,3.7835,-1400
0.7070,5.7262,-1829
0.8270,3.4333,-1400
0.9370,2.7776,-1400
1.0470,2.5458,-1400
1.2670,3.8268,-1400
1.3770,2.5784,-1400
1.4870,2.4356,-1400
1.4970,1.1019,-981
1.7170,3.3103,-1400
1.8270,2.7284,-1400
2.0570,4.0275,-1413
2.2770,3.7062,-1400
2.6170,5.8229,-2160
2.8370,5.1987,-1853
2.9570,3.6114,-1400
2.9670,1.5722,-1400
2.9670,0.6289,-1400
2.9670,0.2516,-1400
2.9670,0.1006,-1400
2.9670,0.0402,-1400
3.1870,2.1113,-1400
3.4170,3.7807,-1400
3.6370,4.3208,-1514
3.6370,1.7283,-1400
3.5270,-0.7129,-1138
3.4170,-1.6894,0
3.3070,-1.7234,0
3.3070,-0.6894,-1149
3.4270,1.2895,-1400
3.5370,1.9200,-1400
3.6570,2.2999,-1400
3.6570,0.9200,-1400
3.6570,0.3680,-1400
3.7670,1.5820,-1400
3.8770,2.0370,-1400
3.9770,1.7672,-1400
3.9770,0.7069,-1400
3.9770,0.2828,-1400
3.9770,0.1131,-1400
3.9770,0.0452,-1400
3.9770,0.0181,-1400
3.9770,0.0072,-1400
4.1970,2.8114,-1470
4.4170,3.9941,-1542
4.6370,4.4062,-1621
4.6470,1.8901,-1660
4.6470,0.7560,-1673
4.6470,0.3024,-1619
4.6470,0.1210,-1616
4.6470,0.0484,-1616
4.6470,0.0194,-1616
4.6470,0.0077,-1616
4.5370,-1.4012,-744
4.4170,-2.1257,-308
4.3070,-2.2545,-233
4.6470,3.4386,-1616
4.9770,4.5183,-1730
5.3170,6.1477,-2357
5.3170,2.4591,-1835
5.3170,0.9836,-2003
5.3170,0.3935,-1835
5.3170,0.1574,-1835
5.3170,0.0630,-1835
5.3170,0.0252,-1835
4.9770,-4.3304,-303
4.6470,-5.9449,509
4.3070,-5.6161,604
4.1970,-3.6507,-140
4.0870,-2.8951,-67
3.9770,-2.5623,0
3.9770,-1.0249,-937
4.0870,0.6377,-1437
4.1970,1.6593,-1492
4.3070,2.0985,-1522
4.3070,0.8394,-1547
4.0870,-2.4727,-71
3.8670,-3.0843,0
3.6470,-4.0422,33
3.6470,-1.6169,0
3.7470,0.6298,-1400
3.9074,1.7796,-1400
4.0550,2.5961,-1420
4.0926,1.5184,-1447
4.1294,1.0874,-1483
4.1770,1.0426,-1514
4.2146,0.8970,-1512
4.2650,0.8388,-1528
4.3026,0.8155,-1542
4.3394,0.8062,-1557
4.3770,0.8025,-1573
4.4146,0.8010,-1588
4.2350,-1.3901,-582
4.0526,-2.8845,-41
3.8594,-3.6738,0
3.8970,-0.9895,-966
3.9474,0.0842,-1400
3.8750,-0.8906,-1038
3.6926,-2.6847,0
3.3894,-5.0287,594
3.1970,-4.4676,313
3.1374,-2.3547,0
3.1750,-0.4619,-1243
3.2126,0.2953,-1400
3.2494,0.5981,-1400
3.2870,0.7192,-1400
3.3246,0.7677,-1400
3.3750,0.7871,-1400
3.4126,0.7948,-1400
3.2194,-2.2021,0
3.0370,-3.2093,0
2.8574,-2.9942,0
2.8950,-0.7177,-1135
2.6926,-2.8709,0
2.3894,-5.1031,628
2.0970,-5.7740,912
2.0374,-2.8772,0
2.0750,-0.6709,-1149
2.1126,0.2116,-1400
2.1494,0.5647,-1400
2.1870,0.7059,-1400
2.2246,0.7623,-1400
2.2750,0.7849,-1400
2.3126,0.7940,-1400
2.3494,0.7976,-1400
2.3870,0.7990,-1400
2.4246,0.7996,-1400
2.1350,-2.4382,0
1.8326,-4.8357,576
1.6394,-4.4543,634
1.6870,-1.1741,-150
1.8474,1.0580,-1240
1.8850,0.9032,-1299
1.9226,0.8413,-1335
1.8594,-0.4878,-881
1.6770,-2.5236,589
1.5074,-2.6247,772
1.3250,-3.3784,915
1.2426,-2.4033,965
1.2794,-0.4813,-377
1.2170,-0.9891,-36
1.2674,0.0844,-864
1.3050,0.5137,-890
1.4426,1.9621,-1400
1.4894,1.3953,-1273
1.5370,1.1658,-1030
1.5874,0.9463,-1073
1.5050,-0.6734,-348
1.4326,-1.1936,158
1.3594,-1.4322,695
1.3970,-0.0929,-832
1.4474,0.4428,-988
1.4850,0.6571,-1015
1.6226,2.0195,-1400
1.7694,2.7226,-1400
1.9170,2.9733,-1400
1.9674,1.6693,-1400
2.0050,1.1477,-1400
2.0414,0.9226,-1400
1.9414,-0.9353,-873
1.8314,-1.7784,360
1.8214,-0.8066,-734
1.7214,-1.5992,530
1.8214,0.6369,-1261
1.8314,0.3852,-1269
2.0314,2.7073,-1400
2.0414,1.1781,-1400
2.0514,0.5989,-1400
1.9514,-1.0370,-806
1.8314,-1.9800,360
1.7214,-2.1963,530
1.5014,-2.9737,777
1.2814,-3.9980,942
1.0714,-4.2801,1051
1.0714,-1.7120,1051
1.1714,0.5918,-800
1.2814,1.2843,-1152
1.5014,3.3222,-1400
1.6114,2.7332,-1400
1.7214,2.5280,-1400
1.7214,1.0112,-1142
1.7214,0.4045,-1186
1.8314,1.5661,-1400
1.6214,-2.0544,655
1.6214,-0.8218,-396
1.6214,-0.3287,-706
1.8314,1.8685,-1400
1.7214,-0.6568,-581
1.6114,-1.6670,667
1.5014,-2.1016,777
1.4014,-2.1172,861
1.1914,-3.5277,993
0.9714,-3.5063,1094
0.8614,-2.8068,1137
0.6414,-3.9923,1212
0.6414,-1.5969,1167
0.6414,-0.6388,48
0.8514,1.7445,-1400
0.9614,2.1021,-1400
1.1814,3.7104,-1400
1.2814,2.7608,-1400
1.3914,2.1519,-1400
1.5014,2.2650,-1400
1.6114,2.3103,-1400
1.6114,0.9241,-1096
1.5114,-0.9070,-230
1.4014,-1.4104,605
1.4114,-0.4365,-484
1.4114,-0.1746,-744
1.7314,4.1041,-1452
2.0514,5.7267,-2107
2.3714,5.3383,-1915
2.3714,2.1353,-1400
2.3714,0.8541,-1400
2.0514,-3.8323,0
1.7314,-5.6180,847
1.3014,-7.7366,1400
1.1914,-4.1422,993
1.1914,-1.6569,993
1.4014,2.0764,-1400
1.6114,3.5114,-1400
1.7214,2.4522,-1400
1.8314,2.3851,-1400
1.9414,2.3583,-1400
2.0414,2.2477,-1400
2.1514,2.3033,-1400
2.2614,1.9689,-1400
2.1514,-0.6167,-1171
1.9414,-2.9275,142
1.7214,-4.0406,530
1.7214,-1.6162,530
1.7214,-0.6465,-583
1.7214,-0.2586,-843
1.7214,-0.1034,-1037
1.7214,-0.0414,-1124
1.8314,1.0311,-1229
2.0414,3.0933,-1400
2.3614,5.3224,-1908
2.5814,4.9375,-1745
2.6814,3.2793,-1400
2.6914,1.4394,-1400
2.6914,0.5758,-1400
2.7014,0.3255,-1400
2.7014,0.1302,-1400
2.7014,0.0521,-1400
2.7014,0.0208,-1400
2.8014,0.9607,-1400
2.8014,0.3843,-1400
2.8114,0.2814,-1400
2.7114,-1.1918,-741
2.7114,-0.4767,-1237
2.7114,-0.1907,-1331
2.7114,-0.0763,-1372
2.8214,1.3737,-1400
2.9214,1.8538,-1400
2.7014,-2.0670,0
2.3714,-3.9696,0
2.1514,-4.3964,314
2.2514,-0.4820,-1219
2.3614,1.2420,-1400
2.4814,2.0287,-1400
2.5914,1.8591,-1400
2.5914,0.7436,-1400
2.3714,-2.5111,0
2.1514,-3.8740,0
2.0314,-3.0815,0
2.0314,-1.2326,-678
2.0414,-0.3654,-1251
2.0414,-0.1462,-1337
2.1514,1.3763,-1400
2.1514,0.5505,-1400
2.1514,0.2202,-1400
2.0414,-1.3162,-524
2.0414,-0.5265,-1194
1.8314,-2.9497,360
1.8314,-1.1799,-375
1.8314,-0.4720,-826
1.9414,1.2155,-1341
1.8414,-0.7904,-775
1.7314,-1.7509,516
1.7314,-0.7004,-591
1.5710,-1.8078,710
1.4234,-2.6074,844
1.2858,-2.7995,940
1.3490,-0.2955,-579
1.4114,0.6784,-963
1.4610,0.7437,-998
1.4334,-0.0548,-904
1.2858,-1.9062,940
1.0390,-3.9816,1066
0.7914,-4.7535,1162
0.5210,-4.4766,1247
0.2634,-5.0792,1307
-0.0042,-5.4478,1403
-0.1410,-3.9635,1400
-0.1786,-2.0654,1400
-0.2290,-1.3062,1180
-0.2666,-1.0025,865
-0.2942,-0.7533,641
-0.3310,-0.7813,664
-0.3686,-0.7925,674
-0.4190,-0.7970,678
-0.2466,1.8820,-1312
-0.0642,3.0813,-1381
0.1090,3.4917,-1400
0.0814,1.0443,-908
0.0310,-0.0623,37
-0.1166,-1.9092,1400
-0.3742,-4.0522,1419
-0.6310,-4.9704,1699
-0.6686,-2.4682,1400
-0.7190,-1.4673,1362
-0.6466,0.3373,158
-0.5842,0.9315,-265
-0.4010,2.7622,-1284
-0.3286,2.0291,-1289
-0.1690,2.3317,-1345
0.0134,3.2612,-1400
0.1958,3.6330,-1400
0.1590,0.9732,-836
0.1214,-0.0907,-15
0.0710,-0.5163,384
0.0334,-0.6865,552
-0.0042,-0.7546,642
0.0690,0.6529,-561
0.1414,1.1854,-1051
0.2320,1.6309,-1400
0.2320,0.6524,-560
0.3420,1.6652,-1400
0.5620,3.5356,-1400
0.7820,4.2228,-1489
0.8920,3.0934,-1400
1.0020,2.2850,-1400
1.1120,2.3182,-1400
1.4520,5.3621,-2000
1.6920,5.2087,-1905
1.9220,5.0196,-1811
1.9220,2.0079,-1400
1.9220,0.8031,-1337
2.1420,3.1908,-1400
2.3720,4.2125,-1486
2.8120,5.8755,-2190
3.0420,5.2864,-1892
3.2520,4.7954,-1689
3.2620,2.0486,-1400
3.3820,2.3514,-1400
3.5020,2.0834,-1400
3.7220,3.6419,-1400
3.7220,1.4567,-1400
3.7220,0.5827,-1400
3.6120,-1.1712,-770
3.5020,-1.5161,0
3.3820,-2.1384,0
3.6120,2.0808,-1400
3.9420,5.1367,-1827
4.2820,6.3951,-2527
4.2720,2.4628,-1501
4.2620,0.8575,-1529
4.2620,0.3430,-1493
4.2620,0.1372,-1490
4.0520,-2.6260,-42
3.8220,-3.2409,0
3.6020,-4.1049,80
3.6020,-1.6419,0
3.4820,-2.2220,0
3.3720,-2.2931,0
3.2520,-2.4491,0
3.2520,-0.9797,-974
3.2520,-0.3919,-1268
3.2520,-0.1567,-1347
3.0320,-2.8712,0
2.8120,-3.2437,0
2.6920,-2.8294,0
2.8020,0.2725,-1400
2.9120,1.5438,-1400
2.9120,0.6175,-1400
2.6920,-1.8482,0
2.4620,-3.6755,0
2.2420,-4.2787,230
2.2420,-1.7115,0
2.2520,-0.5569,-1195
2.2520,-0.2228,-1311
2.2620,0.0386,-1400
2.2520,-0.1122,-1354
2.2520,-0.0449,-1381
2.0120,-3.0818,0
1.6820,-4.3756,582
1.2220,-7.6226,1400
0.9920,-5.9852,1040
0.8820,-3.8289,1129
0.8920,-1.4039,788
0.9020,-0.4663,-199
0.8920,-0.3142,-312
0.8920,-0.1257,-487
0.8920,-0.0503,-568
0.8920,-0.0201,-602
0.8920,-0.0080,-616
0.8920,-0.0032,-622
0.8920,-0.0013,-624
0.9920,1.3038,-1177
1.2220,3.4577,-1400
1.5520,5.5958,-2049
1.7820,4.4288,-1600
1.9020,3.3034,-1400
1.9020,1.3214,-1310
1.9020,0.5286,-1323
2.0120,1.2590,-1400
2.1320,2.0355,-1400
2.4720,5.1546,-1834
2.4820,2.1923,-1400
2.4820,0.8769,-1400
2.4820,0.3508,-1400
2.7020,2.9488,-1400
2.9320,4.1157,-1443
2.9320,1.6463,-1400
2.9320,0.6585,-1400
2.9320,0.2634,-1400
3.2620,4.3181,-1513
3.6020,6.0677,-2306
3.9420,6.8619,-2896
3.9320,2.6171,-1400
3.8220,-0.0008,-1400
3.7020,-1.5322,0
3.6020,-1.8895,0
3.5920,-0.8862,-1041
3.2620,-4.5673,368
2.9320,-4.9698,568
2.6020,-6.2007,1082
2.6020,-2.4803,0
2.7120,0.4427,-1400
2.8220,1.5813,-1400
2.9320,1.6801,-1400
2.9320,0.6721,-1400
2.9320,0.2688,-1400
2.9220,-0.0229,-1392
2.9220,-0.0092,-1397
3.0220,0.9487,-1400
3.2520,3.3157,-1400
3.4820,4.2624,-1493
3.6020,3.2702,-1400
3.4820,-0.2238,-1326
3.4820,-0.0895,-1370
3.3720,-1.0834,-878
3.3720,-0.4334,-1254
3.0320,-4.6081,390
2.8120,-4.6518,413
2.5820,-4.0512,44
2.7020,-0.0886,-1367
2.8120,1.3688,-1400
2.9320,2.1128,-1400
2.8120,-0.6868,-1150
2.7020,-1.3223,-511
2.5820,-2.0609,0
2.5820,-0.8243,-1079
2.2520,-4.6341,436
1.9120,-6.1941,1079
1.5720,-6.8180,1307
1.5720,-2.7272,709
1.5720,-1.0909,-120
1.5720,-0.4364,-573
1.5720,-0.1745,-846
1.5720,-0.0698,-979
1.5720,-0.0279,-1037
1.9120,4.3293,-1549
2.2520,6.1665,-2369
2.5820,6.6794,-2743
2.5820,2.6717,-1400
2.5820,1.0687,-1400
2.5820,0.4275,-1400
2.5820,0.1710,-1400
2.3620,-2.7401,0
2.1320,-3.2865,0
1.9220,-3.9955,184
1.9220,-1.5982,190
1.9220,-0.6393,-975
1.9120,-0.3834,-1026
1.8020,-1.2010,-288
1.4620,-4.8208,812
1.1320,-6.1411,1058
0.9020,-5.4564,1086
0.6720,-5.1187,1180
0.4024,-4.6151,1277
0.1200,-5.4512,1350
0.0576,-2.9771,1383
0.1944,0.5935,-514
0.3420,2.1217,-1400
0.5024,2.3763,-1400
0.5400,1.4305,-1319
0.5776,1.0522,-916
0.6144,0.9009,-768
0.6420,0.7127,-608
0.6824,0.6698,-574
0.6200,-0.5287,-9
0.5476,-1.1357,433
0.2544,-4.2786,1324
-0.0280,-5.3166,1417
-0.2976,-4.6942,1540
-0.2600,-1.3977,1282
-0.1124,1.3252,-1043
0.1444,3.8796,-1400
0.2920,3.4361,-1400
0.4524,2.9021,-1400
0.4900,1.6408,-1400
0.8476,5.2214,-1812
1.2044,6.7425,-2015
1.5620,7.2621,-2353
1.6124,3.3848,-1400
1.3300,-2.2512,912
1.0376,-4.6332,1066
0.7544,-5.5472,1117
0.7820,-1.8665,1149
0.8324,-0.2666,-320
0.8700,0.3734,-613
0.9076,0.6293,-635
0.9444,0.7317,-666
0.9920,0.9004,-768
1.3156,3.4424,-1400
1.6456,5.5897,-2035
1.9656,6.3210,-2474
1.6356,-1.7759,639
1.3156,-4.7955,921
0.9856,-5.0611,1088
0.9856,-2.0244,1088
1.0956,0.5945,-751
1.1956,1.5421,-1400
1.1956,0.6169,-816
1.1956,0.2467,-816
1.0956,-1.1779,232
0.9856,-1.8754,1088
0.7756,-3.4893,1167
0.9856,1.2851,-1157
1.3156,4.7268,-1779
1.6356,4.9383,-1820
1.6356,1.9753,-1400
1.7456,2.2249,-1400
1.7456,0.8900,-1195
1.6356,-0.6916,-433
1.4156,-3.0852,850
1.3056,-2.6383,928
1.0956,-3.7945,1040
1.1056,-1.3901,711
1.1056,-0.5560,-236
1.7556,8.0755,-2600
2.0756,7.3153,-2999
2.3956,7.1000,-3019
2.3956,2.8400,-1400
2.3956,1.1360,-1400
2.3956,0.4544,-1400
2.2956,-1.0948,-866
2.4056,0.9968,-1400
2.6256,3.2073,-1400
2.9556,5.4957,-1989
3.1856,4.3887,-1538
3.5256,6.0959,-2324
3.7456,5.3079,-1901
3.9756,5.0593,-1794
3.9756,2.0237,-1400
3.9756,0.8095,-1400
3.9756,0.3238,-1400
3.7556,-2.7400,0
3.6456,-2.5003,0
3.4256,-3.0953,0
3.3156,-2.6424,0
2.9656,-5.5250,808
2.6256,-6.6448,1258
2.3956,-5.5941,837
2.2956,-3.1900,0
2.2956,-1.2760,-602
2.2956,-0.5104,-1212
2.3956,1.1002,-1400
2.7356,4.7805,-1684
3.0656,5.0551,-1793
3.3056,5.0859,-1805
3.2056,0.7577,-1400
3.0956,-1.1317,-822
2.9856,-1.8569,0
2.9856,-0.7428,-1123
3.0956,1.1071,-1400
3.2156,1.9748,-1400
3.3256,2.2247,-1400
3.3256,0.8899,-1400
3.0856,-1.9298,0
2.8556,-3.7081,0
2.5156,-5.8237,932
2.4056,-3.7642,0
2.2956,-2.9100,0
2.2956,-1.1640,-780
2.2956,-0.4656,-1227
2.2956,-0.1862,-1326
2.2956,-0.0745,-1370
2.2956,-0.0298,-1388
2.3956,0.9405,-1400
2.5056,1.7804,-1400
2.6156,2.1164,-1400
2.6156,0.8466,-1400
2.6256,0.4663,-1400
2.8556,2.3770,-1400
3.0856,3.8870,-1400
3.3056,4.3633,-1529
3.3056,1.7453,-1400
3.3056,0.6981,-1400
3.3056,0.2793,-1400
3.3056,0.1117,-1400
3.0756,-2.8915,0
2.8456,-4.1566,123
2.6156,-4.5988,393
2.6156,-1.8395,0
2.6156,-0.7358,-1126
2.6156,-0.2943,-1293
2.6156,-0.1177,-1356
2.6156,-0.0471,-1382
2.6156,-0.0188,-1393
2.7356,1.5244,-1400
2.9756,3.6736,-1400
3.3156,5.9042,-2207
3.7656,8.1064,-3046
4.2156,7.5283,-3036
4.5456,7.2241,-3027
4.6556,4.2939,-1624
4.6556,1.7176,-1677
4.5456,-0.7172,-1357
4.4456,-1.2393,-987
4.3356,-1.9000,-273
4.3356,-0.7600,-1258
4.3356,-0.3040,-1416
4.4456,1.2827,-1636
4.5456,1.4654,-1659
4.6656,2.1181,-1651
4.6656,0.8472,-1702
4.6656,0.3389,-1627
4.3256,-4.2049,-76
3.8756,-5.9677,989
3.4256,-8.1317,1400
3.3256,-4.5293,348
3.2056,-3.3769,0
3.0956,-2.7550,0
2.9756,-2.2449,0
2.9756,-0.8979,-1033
2.9756,-0.3592,-1279
2.9756,-0.1437,-1349
2.9756,-0.0575,-1379
2.9756,-0.0230,-1392
2.9756,-0.0092,-1397
3.0856,1.4006,-1400
3.1956,1.9950,-1400
3.3056,2.2023,-1400
3.3056,0.8809,-1400
3.3056,0.3524,-1400
3.1956,-1.2633,-625
2.9656,-3.5053,0
2.6256,-5.7426,898
2.3956,-4.4875,350
2.2956,-3.0716,0
2.2956,-1.2286,-684
2.2956,-0.4915,-1218
2.3956,1.0800,-1400
2.5056,1.4796,-1400
2.2956,-2.0890,0
1.9656,-5.0484,636
1.7456,-4.8889,611
1.8556,-0.5513,-857
1.9656,0.8271,-1371
1.9656,0.3308,-1373
1.9756,0.2600,-1381
1.9756,0.1040,-1381
1.9756,0.0416,-1381
1.9756,0.0166,-1381
1.9856,0.1343,-1389
1.9856,0.0537,-1389
1.9756,-0.1089,-1284
1.9656,-0.1712,-1232
1.9656,-0.0685,-1273
1.8556,-1.4317,110
1.6356,-3.3812,639
1.5356,-2.6568,745
1.4256,-2.4670,842
1.5356,0.4175,-1051
1.5356,0.1670,-1051
1.7456,2.7476,-1400
1.7456,1.0991,-1155
1.7456,0.4396,-1204
1.5852,-1.3518,293
1.4476,-2.2973,824
1.3100,-2.6755,925
1.0532,-4.4198,1060
0.6856,-6.4607,1185
0.3052,-6.2071,1278
0.0476,-5.7714,1376
0.0100,-2.7885,1397
-0.0268,-1.5954,1400
-0.0644,-1.1182,982
-0.1048,-0.8320,707
-0.1424,-0.8128,691
-0.1800,-0.8051,685
-0.2168,-0.8020,682
-0.0444,1.8800,-1383
0.1352,2.4625,-1400
0.3076,3.1858,-1400
0.3800,2.1986,-1400
0.3432,0.3994,-363
0.3056,-0.3202,42
0.2552,-0.6081,290
0.3276,0.6810,-583
0.1700,-1.7395,1335
0.1432,-1.0454,736
0.1056,-0.8981,648
0.2752,1.2560,-1125
0.2276,-0.1053,-86
0.1900,-0.5221,282
0.1532,-0.6888,437
0.1156,-0.7555,523
0.1752,0.2654,-254
0.1376,-0.3738,215
0.1000,-0.6295,442
0.0632,-0.7318,557
0.1356,0.6315,-544
0.3052,1.8678,-1400
0.4876,3.0757,-1400
0.6600,3.4311,-1400
0.7332,2.3272,-1400
0.7956,1.7275,-1400
1.0852,3.4491,-1400
1.4976,6.6443,-2282
1.9200,8.0501,-2853
2.2232,7.1748,-3009
2.5256,6.7303,-2785
2.6952,4.3074,-1515
2.8876,4.1791,-1466
3.1800,5.4044,-1945
3.4932,6.2470,-2423
3.6756,4.8273,-1702
3.7352,2.4985,-1400
3.6976,0.5194,-1400
3.5500,-1.6765,0
3.2932,-4.0202,16
3.1456,-3.4923,0
3.0952,-1.8769,0
3.1676,0.1735,-1400
3.2400,0.9936,-1400
3.3032,1.2218,-1400
3.2656,0.0087,-1400
3.2152,-0.4765,-1238
3.0776,-1.9472,0
2.9300,-2.6631,0
2.7832,-2.9800,0
2.7456,-1.6720,0
2.5752,-2.2917,0
2.2076,-5.6094,843
1.7200,-8.4685,1400
1.3432,-8.3022,1400
1.0915,-6.5344,1201
0.8715,-4.7090,1133
0.7515,-3.4155,1176
0.8615,0.0380,-608
0.9715,1.4500,-1342
1.0815,1.9843,-1400
1.1915,1.8413,-1400
1.3115,2.2684,-1400
1.4315,2.4393,-1400
1.5415,2.4105,-1400
1.7715,3.9004,-1400
1.8815,2.9644,-1400
1.8915,1.2810,-1298
1.8915,0.5124,-1315
1.8915,0.2050,-1315
1.8815,-0.0457,-1235
1.9915,1.0293,-1391
2.2215,3.3479,-1400
2.5615,5.6796,-2081
2.7815,5.1414,-1829
2.8815,3.3332,-1400
2.8815,1.3333,-1400
2.8815,0.5333,-1400
2.8915,0.3410,-1400
2.9015,0.2668,-1400
2.9015,0.1067,-1400
2.9015,0.0427,-1400
2.9015,0.0171,-1400
2.9015,0.0068,-1400
2.9015,0.0027,-1400
2.9015,0.0011,-1400
2.7815,-1.1424,-808
2.5515,-3.3931,0
2.3215,-4.2934,236
2.2215,-3.0217,0
2.2215,-1.2087,-716
2.2215,-0.4835,-1218
2.5515,2.9495,-1400
2.8915,5.5202,-2001
3.2315,6.6429,-2714
3.2315,2.6571,-1400
3.2315,1.0629,-1400
3.2315,0.4251,-1400
2.9015,-4.0427,35
2.5615,-6.0519,1023
2.2315,-6.6335,1253
2.2315,-2.6534,0
2.2315,-1.0614,-902
2.3415,0.9797,-1400
2.4515,1.8267,-1400
2.4415,0.6030,-1400
2.3415,-0.7112,-1138
2.3415,-0.2845,-1291
2.3415,-0.1138,-1355
2.3415,-0.0455,-1382
2.5615,2.7903,-1400
2.9015,4.3542,-1528
3.3415,7.3587,-3031
3.5715,5.8797,-2192
3.6815,3.7866,-1400
3.6815,1.5147,-1400
3.5715,-0.7984,-1093
3.5715,-0.3194,-1294
3.5715,-0.1277,-1357
3.7915,2.8185,-1400
4.0215,4.0636,-1423
4.2415,3.7207,-1482
4.2415,1.4883,-1520
4.2415,0.5953,-1497
4.1415,-1.0662,-982
4.0315,-1.8307,-31
3.9215,-1.7799,0
3.9215,-0.7120,-1138
3.9215,-0.2848,-1305
4.0315,1.3209,-1418
4.2515,3.3369,-1486
4.4715,3.4300,-1558
4.8115,5.7124,-2099
5.0315,5.0935,-1809
5.2515,4.9070,-1837
5.2515,1.9628,-1850
4.9115,-2.4530,-510
4.5815,-5.1940,271
4.2415,-6.4180,954
4.2415,-2.5672,-179
4.2415,-1.0269,-1070
4.1315,-1.4584,-304
4.0215,-1.9876,-20
3.9115,-2.1993,0
3.9115,-0.8797,-1045
3.9115,-0.3519,-1282
3.9115,-0.1408,-1353
3.9115,-0.0563,-1381
3.9115,-0.0225,-1392
3.9115,-0.0090,-1397
3.9115,-0.0036,-1399
3.7915,-1.5334,0
3.6715,-1.7562,0
3.4515,-3.5110,0
3.4515,-1.4044,-312
3.4515,-0.5618,-1204
3.3315,-1.3676,-408
3.1115,-3.3555,0
2.8815,-4.2784,204
2.8815,-1.7114,0
2.8815,-0.6845,-1151
2.8815,-0.2738,-1305
2.6615,-2.9180,0
2.4415,-3.9757,0
2.2215,-4.4599,347
2.2215,-1.7839,0
2.5615,2.5245,-1400
2.9015,5.3502,-1920
